317,The example of command which are Lawful are:,"To undergo electrical treatment, To sign for pay when not received, All of the above, None of the above",A
318,A person who has been kept in custody for the purpose of investigation of charge must be brought before the trial within:,"48 hrs, 32 days, 21 days, 8 days",D
319,An officer may be dismissed/removed from the service by the government. But the dismissal of an officer must be approved by:,"Chief of Army Staff, Defence minister, Prime minister, President",D
320,For the purpose of disposal of cases 'Warning' is: ,"Administrative Action, Service Privileges, Summary disposal, None of the above",B
321,Military Police charge report will normally be investigated by the Commanding Officier of the reported unit within 48 hours and disposed of within: ,"One week, Two week, Three week, One month",A
322,Removal from service entails all the things of disposal except:,"Forfeiture of decoration, Medal etc, Forfeiture of earned pension/gratuity, Relinquishment of commission, warrant of any other rank of position held in the Army, prohibition against future employment",A
323,"When a commanding officer has awarded punishment, he cannot afterwards:","Increase it, Decrease it, All of the above, None of the above",A
324,"Who is the competent authority to dismiss/remove any Junior Commissioned Officer, warrant officer, or any person enrolled under the Army Act:","Chief of Army Staff, Adjutant General, General Officer Commanding, Commanding Officer",A
325,"Charges against an officer who, at the time of the commission of the offence held rank (acting or otherwise) above that of major should not be dealt with:","Court martial, Summarily, All of the above, None of the above",B
326,For thepurpose of Army act there are four kinds of Court Martial. These are:,"General Court-Martial, District Court-Martial, Field Court-Martial, Summary Court-Martial, General Court-Martial, District Court-Martial, Field General Court-Martial, Summary Court-Martial, General Court-Martial, District General Court-Martial, Field General Court-Martial, Summary Court-Martial, General Court-Martial, District General Court-Martial, Field Court-Martial, Summary Court-Martial",B
327,What type of court martial must have a judge advocate:,"General Court-Martial, District Court-Martial,Field General Court-Martial, Summary Court-Martial",A
328,"A summary Court-Martial may pass any sentence which may be passes under Army Act, except a sentence of death or transportation or of rigorous imprisonment for a term not exceeding:","28 days, 89 days, One year, 6 months",C
329,"For the purpose of preparation of defence by the accused, before commencement of trial by court martial, an officer must give him a summary of evidence/abstract of evidence and charge-sheet and appraise him of his right in connection with preparation:","12 hour before he is brought up for trial, 24 hour before he is brought up for trial, 36 hour before he is brought up for trial, 48 hour before he is brought up for trial",B
330,For the purpose of awarding minor punishment who can award 'Reprimand' or 'Severe Reprimand' to any officer below the rank of field officer:,"Chief of Army Staff, Formation Commander, Brigade Commander, Commanding Officer",C
331,"To pretend illness or infirmity, which does not exist in order to escape military duty is termed as:","Feigns, Infirmity, Disgraceful conduct , Malingers",D
332,"According to BAA, which of the following is a standing court and does not require to be convene:    ","District Court Martial, General Court Martial, Field General Court Martial, Summary Court Martial",D
333,"Any person subject to Army Act, under which Section individual will be charged if he improperly borrows money from subordinates but not from civilians:","AA Sec 34, AA Sec 54, AA Sec 52, AA Sec 55",D
334,"A person is also not liable to be tried for an offence which has been pardoned or condoned by competent military authority, or which was committed more than    before the date of his trial.","Two yrs, Three yrs, Four yrs, Five yrs",B
335,A person shall be deemed to be a deserter if he without authority has been absent from duty for a period of:,"14 days, 30 days, 60 days, 90 days",C
336,Arraignment of accused in court martial consist:,"Calling upon the accused by his number (if any), rank, name and description as given in the charge-sheet and confirm the details, Reading the charge to him and Asking him whether he is guilty or not guilty, All of the above, None of the above",C
337,"Any offence (except mutiny, desertion and fraudulent enrolment or misappropriation) committed by an individual who is subjected to Army Act can't be tried by court martial or summarily, from the date of commission of offence after:","2 years, 3 years, 4 years, 5 years",B
338,Which of the following rank being substantive cannot be demoted or reduced:,"Major, Warrant Officer, Master Warrant Officer, Lance Corporal",B
339,"An offence can be disposed of by 4 methods. These are Summary Disposal, Court Martial, Service Privilege and      : ","Displeasure/Severe Displeasure, Reprimand/Severe Reprimand, Administrative Action, Charge sheet",C
340,The    is also a regimental staff officer.,,QM.
341,"Under no circumstances, user unit will ask for extension of ERE tenure after receipt of     order from the records.",,reversion
342,NCOs who are fit for promotion in every respect will be promoted strictly in order of      .,,seniority.
343,A salute made to two or more officers will be returned by     the    officer only.,,senior.
344,Annual stock verifications is mandatory and will invariably be carr out once in a ________.,,Financial yr.
345,Orders convening Courts Martial will be issued by letter and will not be published in the             or orders.,,"Unit, Formation."
346,Every guard will turn out at the beginning of the        and         .,,"reveille, retreat."
347,An OR who is in a state of intoxication will be placed            under         arrest.,,Close.
348,"An officer must normally pay his mess bill before the    of the month following that to which the bill pertains. If he has not paid it by the fifteenth of the month, his CO will call upon him to do so, and if the bill is not settled by the     , a report will be made to the formation commander.",,"7th, End of the month."
349,Cheque Books from civil treasuries are issued on payment. This expenditure is debatable  to the     .,,Miscellaneous Expenses Grant.
350,An officer will not absent himself from mess dinner or supper unless he has duly               out.,,warned.
351," No individual of the unit etc., concerned may        or         any articles at an auction sale.",,"bid for,  buy."
352,"Ordinary surplus ration articles in unit charge which cannot be consumed by the unit, will be taken in unit charge through CRV as ASC supply will not be       the supplying department.",,returned to.
353,"As per the duties and responsibilities laid down in AR(I); training and efficiency for war,                  and                    are the main responsibilities of Commander.",,"leadership, Adminstration."
354,Airing of grievances and expression of views through the press is     and will constitute an offence under the BAA.,,Forbidden.
355,"Possession of more than one Defence Service ID cards by an officer/Junior Commission Officers/Other Ranks  at the same time, is a ___________.",,Penal offence.
356,"Regimental postings, except the Commanding Officers and the Second In Command, are normally to units, the actual appointment being left to the discretion of the ___________, unless specified otherwise in the",,"Commanding officer, posting orders."
357,A     will also become a dining member of a mess when no member of his family is residing at the station.,,Married officer.
358,An officer whether sick in hospital or quarters will not    his place of treatment except for such exercise as may be ordered by his appointee medical attendant.,,Leave.
359,"An officer is _________ to write private letter to officer at AHQ to officials on pesonal matters, such as promotion, appointment, posting, transfer.",,Forbidden.
360,"In cases of overstay of leave, the report may be deferred at the discretion of the OC unit for a maximum of                  , or longer where are floods or other calamity in the area where the soldier/NC(E) is spending his leave.",,14 days.
361,"Officers are forbidden to write private letters to officials in the       and    on personnel service matters such as promotion, appointment posting, transfer etc.",,"Government, Army Headquarters."
362,"When it is necessary to hold a parade for the purpose of identifying an   , the parade should be held under the direction and in the presence of an officer. ",,alleged offender.
363,"Rigorous imprisonment exceeding             awarded by a court martial (except as provided for in Section 136 AA) and irrespective of the period, rigorous imprisonment by a civil court, is undergone in a civil Jail.",,three months.
364,The regimental and private fund accounts of every unit will be examined at least once a                   by the               who will record the result of the  examination in the account book concerned.,,"month,  CO."
365,"In exceptional cases, where due to shortage of officers, even captains are not available, the Div/ Sub Area/Indep Bde Commander  or equivalent may authorize a    to be detailed as a         .",,"subaltern,  Garrison Field Officer. "
366,"In addition to the authorised number of each rank/appointment laid down in the sanctioned establishment, Commanding Officers are permitted to make   lance appointments at their discreption.",,Unpaid.
367,Regimental quarterly audit boards are meant to see that all accounts placed before them have been      and    maintained.,,"properly, accurately."
368,"To be eligible for the grant of honorary rank of Warrant Officer on retirement under AR(R) 661, for meritorious service, a Sergeant with 24 years pensionable service must have                 service in the rank of Sergeant except Clerks.",,3 years.
369,When the authorized occupant of a flagged car leaves it for more than      minutes he must ensure that the driver furls the flag and covers the star plate.,,Five.
370,CAS General Training Directive is issued at an interval of: ,"2  to 3 years, 3  to 5 years, 3  to 4 years, 2  to 5 years",B
371,All officers of the rank of   will be considered as VIP: ,"Colonel and above, Major General and above, Brigadier General and above, All of the Above",C
372,"Maintenance and repair of amenity stores is the unit responsibilities, cost to be met from the unit:","Private fund, Public fund, Welfare fund, None of the above",C
373,"All guards and armed parties of the unit, before going on duty, will be inspected by the adjutant or, in his absence, by:","Some officers of their unit, Junior Commissioned officer of their unit, All of the above, None of the aboce",C
374,The loss of every Secret & Top Secret document and a serially numbered document of any classification will be investigated immediately by a Court of Enquiry             to be assembled by the: ,"Army Headquarter, Formation/station commander, Commanding officer of the Unit, None of the above",C
375,Repairs / Renewals costing over Taka           are classified as “abnormal” repair:,"90,000.00, 3,25,000.00, 2,50,000.00, 3,75,000.00",A
376,Who occupies the position of is confidential adviser to the OC/CO of a unit? ,"Adjt, QM, MWO/Senior JCO, 2IC",C
377,A CO or OC will ensure that the maintenance of the pay documents of the soldiers are maintained by:,"Respective Officers of his unit, Second in Command of his unit, Respective Head clerk of his unit, Respective Account clerk of his unit",A
378,All C of I relating to fatal/serious MT accident will be finalized within a period of :,"1 month, 3 month, 2 month, 6 month",B
379,Quarter Guards will be maintained by major units according to the decision of the:,"Formation/station commander, Concerned unit Commander, Brigade Commander, Commanding Officer",A
380,Total Mess bill for the month will not exceed 1/3rd of the month emoluments of Major and above and ------------------ of Captain and below.,"25%, 33%, 30%, 50%",D
381,"Who signs the ""Letter of Thanks"" to officers on his retirement after satisfactory service:","Chief of Army Staff, Military Secretary, Adjutant General, Colonel Commandant of the Regiment",A
382,"The official secret act, 1923 will be applies to all personnel:","Service or civilian alike, Service, Mil and civ, None of the above",A
383,A civilian holding a military appointment cannot give              to a person subject to the AA serving under him:,"Direct command, Command, Lawful command, Bde Comd",C
384,Officers and soldiers attending Civil Court ON DUTY will wear:,"Mufti dress, Smart Casual, Formal dress, Uniform",D
385,"Unless otherwise specifically instructed, an officer must be relieved of his duty after receipt of posting order within:","7 days, 10 days, 15 days, 20 days",A
386,"If there is no MTO authorised or appointed, who will be given similar responsibilities, for unit transport:","Adjt, QM, None of the above, All of the above",A
387,All items of uniforms in respect of officers will be procured by the:,"QMG’s br, MGO’s br, All of the above, None of the above",B
388,Retention certificate in respect of officers must be submitted to MS br within the time an officer complete   of commissioned service:,"One Year, Two Year, Three Year, Five Year",C
389,Who is authorized to order attachment of an officer to any formation/unit in connection with disciplinary case:,"GOC, AG, MS, None of the above",B
390,An individual selected for ERE will be on probation for how much time from the date of reporting for duty in the user unit?,"6 month, 3 month, 2 month, Probation is not applicable",B
391,The driver of a mechanically propelled vehicle (including a motor cycle) will NOT salute when: ,"The vehicle is in motion, The vehicle is stationary, All of the above, None of the above",A
392,"In case of an accident of vehicle (Motor Cycle), Gun, Tank, bridging equipment etc a report by signal will be initiated within: ","6 hours, 12 hours, 24 hours, 48 hours",C
393,"The award of a displeasure in NOT a summary punishment  under, AA Rule 17. It is a Service privilege of a ‘Commander” to enable him to deal with only those cases of officers where any other effective action, legal or administrative, is either:","Impracticable, Inexpedient, All of the above, None of the above",B
394,The treasure chest will always be opened in the presence of duty JCO or duty NCO and guard commander by:,"SM, JCO (appointed as cashier), All of the above, None of the above",C
395,The medical officer carrying out the examination will make entries in the Sick report in respect of each individual. Here the disposal/remarks 'Duty' given by doctors means:,"Treatment and return to duty, Treatment and light duty, Reporting sick unnecessarily, Detained in hospital for 24 hours",C
396,That portion of the function of the command which deals with the maintenance of the forces termed “Administration”. It is divided into two parts; General administration and Local administration. Which of the following are included in General administration:,"Prescription of administrative policy, Discipline, Local road traffic control and movement, Civil-military relations",A
397,The Security Classification of Fitness Report will be marked and Treated as:,"TOP SECRET, SECRET, CONFIDENTIAL, RESTRICTED",B
398,Beards will be kept trimmed to a point and should not extend more than                       :,"Three fingers below the under lip, Four fingers below the under lip, Five fingers below the under lip, Six fingers below the under lip",B
399,CO/OC unit which the transport belong is the competent authority to sanction move of vehicle for training purpose within a radius of:,"100 km, 120 km, 80 km, 48 km",D
400,"An officer will be struck off the posted strength of the unit from the forenoon or afternoon as the case may be, of the date of the casualty, On move to a       on his services being placed at their disposal.",,Government department
401,Any NCO reduced to a lower rank or class will take precedence in the lower rank or class from the    of the original sentence of the court martial.,,Date of signing
402,Flags authorized to be flown over the residences of           officers        be flown when the officer is not in the station nor in cases when a senior formation/sub area commander in the same station.,,Will not
403,"Purchases at Government Auction and form Government Departments, No officer or soldier will be permitted to purchase at government            .",,auction sales
404,All cash payments will be made in the presence of an    .,,Officer
405,"The Army is organized into field and static formations; the former are corps, divisions and brigades and the latter           are   and    .",,"Log Areas, station headquarters"
406,"No individual will be attested unless his past ""character"" has been verified as      .",,Satisfactory
407,Persons granted commission as JCO are neither   nor attested,,Enrolled
408,The competent authority may sanction an extension of joining time provided the maximum period of               days is not exceeded.,,30
409,An accused will always be under escort before a    .,,Court-martial
410,Alterations in cheques must be    by the officer maintaining the account by signatures in full.,,attested
411,Stock-taking of   and    including important components thereof will be carried out yearly by a board of officers.,,"Ammunition, arms"
412,The monthly rate of mess subscriptions is               payable by regular and non-regular officer to mess of the unit/centre on whose posted strength officer is borne.,,Eight taka
413,An officer cannot be allowed to resign his commission on the plea of       .,,ill-health
414,In no case    will be worn at meetings of a political nature or on functions exclusively of a civil nature.,,Uniform
415,"The flag on the service vehicle/car will be flown when the officer for whom it is authorized is present in the car and is travelling in the area of his    .

",,Jurisdiction
416,"The sale of, or traffic in any portion of the Government rations or supplies issued for troops or animals is          .",,strictly prohibited
417,Under any circumstance ASC supplies will not be returned to the   . ,,supply department
418,"The term “clerk” includes Clerks GD,       and       .",,"Clerks Store, Storemen Technical"
419,"A Junior Commissioned Officer who is granted honorary rank of Lieutenant, on the active list, shall be                  the honorary rank of             on retirement.",,"granted, Captain"
420,The grant and relinquishment of a rank/appointment will be published in the unit/regiment corps Part II Orders of the competent authority. Promotion of the rank of Warrant Officer is also notified in the:,"Part I Orders, Official Gazette, DO Pt II, CR",B
421,"The Government of Bangladesh (Armed Forces Division) is the sanctioning authority in general for scales of stores and equipment for peace and war. However, who is empowered to fix the scales of all  Ordnance stores for reserves based on General Staff policy.","PSO AFD, Quarter Master General, Master General of Ordnance, None of the above",C
422,The tenure of appt of sldrs in foreign is    extendable by one year.,"4 Yrs, 2 Yrs, 6 yrs, None of these",B
423,The staff has no powers of command and they issue orders on the authority and resp of the:,"Fmn Comd, Sta Comd, Comd, Area Comd",C
424,"Except for trial and sentence by court martial, the power of deciding finally that an offr is not to remaining in svc rests with:","The CAS, CORO, MS Br, The Govt",D
425,Offrs of the rank of Col and above will not be permitted to retire voluntarily unless deemed expedient by: ,"The Govt, The CAS, The MS, None of the above",A
426,An offr who is proceeding to attend an authorized course of instruction of 10 wks or more duration will be struck off the posted strength of the unit from:,"The date of leaving the unit, The dt when course starts, After expiry of journey time, None of the above",A
427,Officer will be graded in the gradation list and in their Arms or Service according to the dates of their:,"Army seniority, Date of rank, All of the above, None of Above",A
428,The Chief of Army Staff is assisted by four Principal Staff Officers namely:,"The chief of the General Staff, the Adjutant General, The Quartermaster General and the Engineer-in-Chief, The chief of the General Staff, the Adjutant General, The Quartermaster General and the Master General of Ordnance, The chief of the General Staff, the Adjutant General, The Quartermaster General and the Military Secretary, The chief of the General Staff, the Adjutant General, The Quartermaster General and the Judge Advocate General",B
429,The Army comprises of:,"The regular forces, the territorial forces, the regular and supplementary reserves, Any auxiliary and irregular forces when placed under its control, All of the above, None of the above",C
430,"An officer will be struck off the posted unit strength from the forenoon or afternoon as the case may be of the date of the casualty,","On being declared a deserter or when reported missing, On becoming a prisoner of war, All of the above, None of the above",C
431,A non-regular officer after the grant of commission is liable to serve on probation for:,"Three months, Six months, Nine months, Twelve months",D
432,An officer will vacate his appointment when an officer proceeds on temporary duty and it becomes known that his absence will exceed:,"3 week, 2 month, 3 month, 21 days",C
433,The tenure of the appointment of Colonel Commandants would be initially restricted to:,"One year or date of retirement of the officer whichever is earlier, Two year or date of retirement of the officer whichever is earlier, Three year or date of retirement of the officer whichever is earlier, Five year or date of retirement of the officer whichever is earlier",D
434,The retirement of Master Warrant Officers (including Clerks) of all arms and services will be governed by the following service limits/tenure of appointment on the effective list:,"33 years’ service or 5 years tenure of appointment whichever is earlier, 30 years’ service or 5 years tenure of appointment whichever is earlier, 30 years’ service or 4 years tenure of appointment whichever is earlier, 33 years’ service or 4 years tenure of appointment whichever is earlier",A
435,Army ranks are of 4 types. One is substantive or substantive temporary rank. The other three are:  ,"Paid acting, honorary and local rank, Paid acting, Honorary and Temporary, Paid acting, Temporary and local rank, Temporary, local and honorary rank",D
436,An officer cannot be reverted to a lower rank when holding:,"Honorary rank, Substantive and Sustentative Temporary rank, Temporary rank, Local rank",B
437,The grant of local rank will be at the discretion of:,"Chief of Army Staff, Formation Commander, Military Secretary, Adjutant General",A
438,"When travelling by road or motor trasport, an individual is entitled to 1 day as journey time for each:","500 km distance, 400 km distance, 300 km distance, 250 km distance",D
439,An accused undergoing trial by court-martial will be examined by a medical officer on the morning of: ,"Each day on which the court is ordered to sit, The day on which verdict is declared, The day on which accused is sick, The first day of the trial",A
440,The acct of all public funds cash credits verified by the ________or periodical audit boards.,,Quarterly
441,Donations and contributions to funds will be deducted from the paid bills of the          concerned.,,Indl
442,Qualification pay in addition to command/staff/charge pay      is         on permanent basis.,,admissible
443,"In maint of accts of ord stores, and ammo stores the con no series of issue and receipt docus are maint on yr basis from:","01 Jan to 30 Jun, 01 Jul to 30 Jun, 01 Jan to 31 Dec, None of the above",B
444,When danger money will be admissible?,"Only during pds of actual trg and active emp on such duties, Only during pds of actual trg, Only during pds active emp on such duties, None of these",A
445,"If an officer attains two or more qualifications, he will be entitled to:","Only one rate of qualification pay, Maximum two rate of qualification pay, Only one rate which is favourable to him, None of the above",C
446,How many month granted an ante-date for course of studies abroad?,"Not exceeding six month, Not exceeding three month, Not exceeding two month, None of this",A
447,The kit allowance to officers is payable monthly from:,"Joining Bangladesh Military Academy as cadet, The date of commissioning, On promotion to the Captain rank, On joining the unit",B
448,What is the renewal outfit allowance rate of offrs:,"9227.00, 11995.00, 12675.00, 23990.00",B
449,How many months newly raised units and formations may draw their first mess maint allces in advances?,"Four months, Five months, One month, None of these",A
450,Leave Means leave taken for a period not exceeding       other than lve preParatory to retirement.,"Four months, Five months, Twelve months, Eighteen months",A
451,When the pay & allces will be is discontinued of an Offr? ,"After a Court Marshal  of an Offr, After the death of an Offr, Before the death of an Offr, All",B
452,Name of an officer shall be struck off the pension establishment if an officer neglects to draw his pension for a period of :,"6 months, 9 months, 12 months, 15 months",C
453,Daily messing allowance to officers is not admissible when the halt do not exceeds:,"06 hour, 12 hour, 24 hour, 48 hour",A
454,The acct of all public funds shall be bal:,"Fortnightly, Monthly, Quarterly, Half yearly",B
455,Payments of daily messing allowances from Annual Training Grant (ATG) will be authorised by publication of:,"CORO order, Division order, Part I order, BAO",B
456,JCO/OR and NC(E) are entitled to get advance of pay:,"When moving from one station to another on transfer, When proceeding to attend school of instruction or training, When proceeding on leave, All of the above",D
457,If any government property is damaged but not actually deficient shall be:,"Surveyed, Condemned, None of the above, All of the above",C
458,Who is responsible to cheek  the value of stores lost:,"Unit Commanding Officer, Formation Commander, Audit Authority, None of the above",C
459,Cheque book must be kept under the lock and key in the personal custody of the:,"Commanding Officer, Drawing officer, Account Clerk, None of the above",B
460,When an officer possessing financial powers is absent on tour who will sign letters on his behalf?,"2nd in Command (2IC), Adjutant, Quartermaster, Another officer",D
461,"When an offr is tfr from one sta to another, he will not be allowed to retain the govt married accn after the dt of handing over the charge for more than:","10 days, 15 days, 30 days, 3 months",A
462,Which date will determine the priority for accommodation by Station  Headquarter:,"MovO dt, Arr dt, Arr date or date of receipt of application whichever comes later, None of those",B
463,Who are eligible member for grant of  a family pension:,"Widows, Mother, Father, All of the above",D
464,If the deceased has left neither widow nor children nor parents then who will receive the depended pension:,"Brothers/Sisters in law, Father/Mother in Law, Brothers/Sisters, All are above",C
465,"Recoveries from wounds, injury or disability pension shall require the special orders of:","The CAS, The Govt of Bangladesh, The AG, The CO",B
466,Persons entitled to travel by air are authorised to get the TA of the air passage fare actually paid plus:,"10% of it, 15% of it, 20% of it, None of the above",C
467,All married officers holding commission in the Bangladesh Army shall be eligible for unfurnished married:,"Rent free accommodation, Rent accommodation, Rent 50% free accommodation, None of the above",A
468,What is rate of ration allowance after LPR for every adult membdr (12 yrs and above children)?,"Tk. 418.00 per man per month, Tk. 450.00 per man per month, Tk. 350.00 per man per month, Tk. 550.00 per man per month",A
469,Rate of FRA of soldiers is:,"Tk 52.00, Tk 68.00, Tk 70.00, Tk 75.00",C
470,RR must be prepared by the    of the next month:,"05th, 7th, 10th, 15th",C
471,The purpose of an audit is:,"Prevention and detection of error and fraud, Clerical commission and omission, To check all everything only acct, None of the above",A
472,"The term “day” means a calendar day, beginning and ending    at     .",,midnight
473,       are entitled to the same class of accommodation as the head of the family.,,Families
474,The rules in Military Tariff are applicable to military traffic booked on warrant or       .,,credit note
475,"Ordinarily,    may be drawn only during absence from the permanent station On duty.",,Daily allowance (DA)
476,DM&Q is the competent authority to sanction the grant of daily allowance when the period of the continuous halt exceeds   days.   ,,30
477,"Daily allowance (DA) comprised of three elements; these are messing, accommodation and       .",,Conveyance/transport
478,All move of parties exceeding 20 will be authorized by the     .,,Brigade/Station Commander
479,"Military and civilian officers, when engaged on night duty and when no allowance is admissible for such duty, will be provided with free    from their residence to place of duty and back.",,transport
480,For halts of longer duration full daily allowance will be admissible for every       hours.,,24
481,"The term    means the most convenient route, being that usually taken by the travelling public.",,“main route”
482,The actual route and the class of train  by which individuals are ordered to travel will be entered on the    .,,warrant
483,"Patient suffering from Chicken-pox, Plague, Leprosy etc will travel by rail in    compartments.",,reserve.
484,An advance of TA should not be drawn more than     month before the actual commencement of the journey on transfer.,,a.
485,"An individual summoned to give evidence while on        will be entitled to coveyance from and to the place of summoned, as if he was on duty.",,Leave.
486,"Conveyance may be provided directly by warrant, requisition, credit note or in cash and indirectly, in the form of          .",,Passage or Travelling Allowance (TA).
487,Which one is the leave railway warrant form for Armed Forces Officers/Personnel:,"BAFT-1750, BAFT-1712, BAFT-1752, BAFT-1720B",A
488,"If an individual travels in a lower class of accommodation than that to which entitled, he shall be entitled to the fare: ","For the class of accommodations actually used, For the entitled class, For the class of accommodations actually used plus extra fare or fares admissible for the journey of the class by which he is entitled to trave.l, None of the above",C
489,Leave concession voucher (BAFT 1709-A) is known as:,"Form G, Form D, Form E, None of the above",B
490,Officers traveling at their own expenses in railway using Form D will get:,"1st class, on payment of 2nd class fare, 1st class, on payment of actual fare, 1st class, on payment of 50% fare, 1st class, on payment of 75% fare",A
491,Government stores are consigned by railway on:,"Warrant, Credit note, Cash payment, Concession voucher",B
492,Officers are entitled to one berth in train if travels between:,"8 pm to 6 am, 6 pm to 6 am, 9 pm to 6 am, 12 pm to 6 am",C
493,Reserve compartment in train is authorized for: ,"Military prisoners, Escort of prisoners, All of the above, None of the above",C
494,Allowance for each day of absence on duty from an individual's permanent station intended to cover the additional daily charges in consequence of such absence is defined as:,"Conveyance allowance, Mileage allowance, Daily allowance, Daily messing allowance",C
495,"For the calculation of traveling allowance, all entitled persons are divided into:","3 Grades, 4 Grades, 5 Grades, 2 Grades",B
496,A transfer classified as “temporary” shall be reclassified as “permanent” when the period of duty in the same station exceed:,"3 months, 6 months, 12 months, 30 days",A
497,Daily allowance is not authorized if an indl does not reach a point outside a radius of   from his permanent station:,"Two miles, Five miles, Ten miles, Seven miles",B
498,"In general, daily allowances may not be drawn for a continuous halt of  at any one place:","Five days, Forty two days, Ten days, Thirty days",C
499,No daily allowance will be admissible for periods of halt not exceeding: ,"24 hours, 12 hours, 6 hours, 8 hours",C
500,Daily Allowance will be reduced if an individual is provided with free accommodation during the period of halts by:,"25 Percent, 30 Percent, 45 Percent, 50 Percent",B
501,How many mileage allowances is admissible for an individual for journeys on permanent duty by roads: ,"One mileage allowance, Two mileage allowance, Three mileage allowance, Four mileage allowance",B
502,"JCOs and ORs are allowed to use microbus     .

",,On payment
503,"Officers and JCOs may use vehicles for official duties, irrespective of the             , when such duties cannot satisfactorily be performed otherwise.",,distance
504,Licence of a driver committing an     accident will not be renewed unless he qualifies testing and licencing board again.,,serious
505,"Every year best   units will be awarded trophy at formation level, basing on the overall score achieved in Fitness Inspection.",,Three
506,An officer of Bangladesh Army can not be a member of any  civil   .,,club
507,"Units of Armoured, Artillery, Engineer, Infantry and    are only eligible for national standard provided all other conditions are met. ",,Signal
508,Citations for peace time medals (except course and promotion related achievement) should not be forwarded which happend before   years.,,4
509,"For medical treatment and recreational visit by own expense in any country except Pakistan and India, leave upto 20 days will be approved by    .",,DPS
510,"Military personnel who receives the same peace time medal more than once, will use    at the end of the medal name.",,Bar
511,Its mandatory for army person and the pillion to wear  helmet while riding motor cycle. ,,crash
512,     serving in the army are not allowed to obtain civil driving licence except motor cycle.,,JCO and OR
513,     category persons must be present at the morning PT and games but their participation is voluntary.,,Low medical
514,Board of Scrutiny at AHQ is headed by    for necessary vetting of citations for peace time medal.,,AG
515,LPG gas cylinder should be placed 10-15 feet away from burner. It should also be placed within 2.5 feet high brick wall or surrounded by    .,,Sand Bag
516,"To appear in Captain to Major promotion examination, a Captain must be qualified in    examinations.",,Advance Map Reading
517,"If any mil pers trapped by civil miscreants through smoking, drinking and eating from them which caused him to be fainted and lost belongings he will be terminated from the svc as       per   with benefit.",,AR(I) 171(J)
518,A Bde Comd can att an offr under him according to AR(I) 77       for    .,,Discip case
519,"If mess bills are not paid in time, it creates difficulties to run the mess. If any offr fail to pay the mess bill, act against him will be taken at the same time, this will be reflected in his    .",,Annual OPR
520,Sldrs should be present    mins prior to the roll call. Roll calls should be as short as poss.,,5
521,Unit scoring below 50% marks in FI i.e unsatisfactory result may be considered as     .,,‘Unfit’
522,Vacancies allocated for Majors to perform Hajj funded by Bangladesh Army are:,"1, 2, 3, 4",B
523,What is the rate of monthly allowance from Officer's Welfare Fund for widows of Major and below:,"Taka 3000, Taka 2500, Taka 4000, Taka 5000",C
524,The aim of Fitness Inspection is to increase efficiency of the unit by: ,"Rendering help and advice, Resolving any difficulties, Receiving ideas, All of the above",D
525,An serving officer must take written permission for purchasing land in any district other than his own and his wife's district from:,"AHQ, MS Br, AHQ, AG's Br (PS Dte), AHQ, CORO, AHQ, AG's Br (M&Q Dte)",B
526,Minimum service limit for appearing Gunnery Staff Course entrance examination is:,"6 Year, 8 Year, 10 Year, 18 Year",A
527,How many close relatives of officers/JCO/ORs may travel with the dead body when transported by road or by helicopter provided seats are available: ,"2-3 Person, 4-5 Person, 2-4 Person, 1-2 Person",A
528,"If the mess strength is 100, then how many civilians are allowed to take food as civil feeding: ","05 person, 10 person, 15 person, 20 person",B
529,Minimum how many years must be completed by a unit to be eligible for Regimental Colour: ,"05 year, 08 year, 10 year, 15 year",B
530,An unit commanded by Lt Col where   or more officers are authorized may be considered as major unit for the purpose of using military transport:,"08, 10, 15, 20",B
531,Regimental/Corps reunion are held at an interval of:,"02 year, 04 year, 05 year, 06 year",C
532,A soldier can submit application for civil driving licence       before          months of retirement:,"03 months, 06 months, 09 months, 12 months",B
533,What is the prescribed dress for unit raising day:,"Combat uniform with beret, Dress of the day, SD, Working dress",B
534,Vehicle on amenity payment can be used for maximum    (may not be continuous):,"6 hour , 8 hour, 10 hour, 12 hour ",B
535,Unit/Headquarter/Establishment are marked on 1000 marks in fitness inspection. Marks alloted for field unit on operational proficiency/mission oriented proficency is: ,"325, 175, 250, 50",C
536,"As per scale of stationery, an officer is authorised with       ball pen (Black) per year:","12, 24, 36, 48",B
537,"If any officer is exempted from   course, he will not get any marks in   TRACE.",,Mandatory
538,Creating social media group or becoming   of such group in social media is prohibited. ,,Member
539,      punishment should be awarded to a person committing accident by driving a motor cycle.,,Exemplary
540,"In   , military person will salute only and saying assalamu walaikum is forbidden: ",,Uniform
541,Distance must be selected from     while claiming TA/DA bill.,,IBAS++
542,AC can be used in the mosque of cantonments during Jumma and        prayer between the pd from Feb to Nov.,,Taraweeh
543,An officer will not be selected for UN mission if he has    grading in the last two OPR.,,Average
544,An officer may get maximum  mark in his/her TRACE as bonus mark for publication in his/her entire service pd. ,,1
545,Male officers shall not wear tracksuit trousers with tracksuits or T-shirts in PT and games during           .,,Summer
546,"A court of inquiry board will recommend the category of punishment, i.e          .",,Exemplary/severe/light
547,A person who is involved in drug business or a drug addict will be awarded      punishment. ,,Exemplary
548,"According to present policy, a military person can remain a low medical category for maximum    years.",,5
549,Officers family will receive taka 24 lac if died during service from Army         . ,,Family security scheme
550,Belt will be worn with uniform when participating in Ceremonial Parade and employed in duty with   .,,Arms
551,A person will be awarded with   if he became first in three or more army level courses.,,SUP
